id,tier,route,method,path,dependency,mode,realism,faultedCallIndex,seed,userId,ip,status,bodyClass,errorCode,errorMessage,durationMs,upstreamCalls,faultedCalls,faultedDependencyReached,leak,baselineStatus,expected,verdict,recoverability,preludeStatuses
matrix:training_plans_create:auth:hang,matrix,training_plans_create,POST,/v1/training-plans,auth,hang,high,,fi-v1:matrix:training_plans_create:auth:hang,a651ec61-0a57-41a2-a86a-b164d3ba66de,10.132.148.167,,no_response,,,25000.6,4,1,true,false,409,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token); must answer within 25000ms [503],hang_unbounded,unknown,
matrix:training_plans_create:redis:error_500,matrix,training_plans_create,POST,/v1/training-plans,redis,error_500,high,,fi-v1:matrix:training_plans_create:redis:error_500,d4f6ff4c-b283-4166-b1ab-559b210d3db2,10.157.213.104,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",0.6,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:unauthorized_401,matrix,training_plans_create,POST,/v1/training-plans,redis,unauthorized_401,high,,fi-v1:matrix:training_plans_create:redis:unauthorized_401,a04efb1d-05cd-4018-8eca-0a4e9a0d4ccc,10.122.130.18,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",0.5,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:network_error,matrix,training_plans_create,POST,/v1/training-plans,redis,network_error,high,,fi-v1:matrix:training_plans_create:redis:network_error,04d18aa7-30da-4e6d-8104-71ae51ff36e8,10.201.141.185,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",0.5,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:malformed_json,matrix,training_plans_create,POST,/v1/training-plans,redis,malformed_json,medium,,fi-v1:matrix:training_plans_create:redis:malformed_json,3eb07c3b-7af4-4d2b-9ef7-838a22557f57,10.88.230.228,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",0.5,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:wrong_shape,matrix,training_plans_create,POST,/v1/training-plans,redis,wrong_shape,medium,,fi-v1:matrix:training_plans_create:redis:wrong_shape,8ec91787-16ad-4091-a3dc-6550e9c487a9,10.147.35.107,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",0.4,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:slow_300ms,matrix,training_plans_create,POST,/v1/training-plans,redis,slow_300ms,high,,fi-v1:matrix:training_plans_create:redis:slow_300ms,48ca096c-2b91-4511-b64b-e35305d71935,10.240.67.208,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",1507.3,6,5,true,false,409,slow redis must still yield the healthy baseline,degraded_ok,client_shows_error,
matrix:training_plans_create:redis:hang,matrix,training_plans_create,POST,/v1/training-plans,redis,hang,high,,fi-v1:matrix:training_plans_create:redis:hang,23c2c215-bf5b-4058-bf17-f27e45445f9f,10.87.180.11,409,coded_error,training.plan_unavailable,"Training plans require coach-validated drill content, which has not been published yet.",6007.1,6,5,true,false,409,Redis is best-effort: response must equal the healthy baseline,degraded_ok,client_shows_error,
sweep:webhook_revenuecat:rest:error_500:0,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,error_500,high,0,fi-v1:sweep:webhook_revenuecat:rest:error_500:0,3a81991c-ea38-44ab-873a-1dc924f80bb7,10.89.133.136,200,success_json,,,0.6,5,1,true,false,200,best-effort call BY DESIGN — dedupe lookup failure is logged and the event is re-verified (index.ts handleRevenueCatWebhook `seen.error`) [503],degraded_ok,success,
sweep:webhook_revenuecat:rest:malformed_json:0,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,malformed_json,medium,0,fi-v1:sweep:webhook_revenuecat:rest:malformed_json:0,fd719882-4ed7-40e5-a59d-67ee2bee80e0,10.202.247.194,200,success_json,,,0.5,5,1,true,false,200,best-effort call BY DESIGN — dedupe lookup failure is logged and the event is re-verified (index.ts handleRevenueCatWebhook `seen.error`) [503],degraded_ok,success,
sweep:webhook_revenuecat:rest:error_500:1,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,error_500,high,1,fi-v1:sweep:webhook_revenuecat:rest:error_500:1,cc33f33c-210a-47ea-8877-abecc6a719aa,10.42.250.39,200,success_json,,,0.4,5,1,true,false,200,DB failure → generic 503 [503],false_success,success,
sweep:webhook_revenuecat:rest:malformed_json:1,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,malformed_json,medium,1,fi-v1:sweep:webhook_revenuecat:rest:malformed_json:1,3b720605-fcc9-41c4-bbe9-c8f43c1c00fd,10.94.193.165,200,success_json,,,0.4,5,1,true,false,200,DB failure → generic 503 [503],false_success,success,
sweep:webhook_revenuecat:rest:error_500:2,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,error_500,high,2,fi-v1:sweep:webhook_revenuecat:rest:error_500:2,e95afe39-8b65-40af-8229-1e555b471c28,10.242.130.101,200,success_json,,,0.4,5,1,true,false,200,best-effort call BY DESIGN — audit row is written after the verdict is persisted; failure is logged only (index.ts `logEvent`) [503],degraded_ok,success,
sweep:webhook_revenuecat:rest:malformed_json:2,sweep,webhook_revenuecat,POST,/webhooks/revenuecat,rest,malformed_json,medium,2,fi-v1:sweep:webhook_revenuecat:rest:malformed_json:2,d3590bb8-3e90-43c3-87a1-1b8c5838e9f6,10.238.44.210,200,success_json,,,0.3,5,1,true,false,200,best-effort call BY DESIGN — audit row is written after the verdict is persisted; failure is logged only (index.ts `logEvent`) [503],degraded_ok,success,
sweep:account_bootstrap_google:rest:error_500:0,sweep,account_bootstrap_google,POST,/v1/account/bootstrap,rest,error_500,high,0,fi-v1:sweep:account_bootstrap_google:rest:error_500:0,d22d9aa0-01c2-42f6-90e5-af588a76ce4a,10.222.185.39,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.6,5,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_google:rest:malformed_json:0,sweep,account_bootstrap_google,POST,/v1/account/bootstrap,rest,malformed_json,medium,0,fi-v1:sweep:account_bootstrap_google:rest:malformed_json:0,0cf88a1e-2973-42b0-80bc-6e28e6549b7e,10.32.109.0,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.4,5,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_google:auth:error_500:0,sweep,account_bootstrap_google,POST,/v1/account/bootstrap,auth,error_500,high,0,fi-v1:sweep:account_bootstrap_google:auth:error_500:0,9d6f464a-7c36-4b40-be45-108254cdaff9,10.70.123.237,401,generic_error,,The identity token could not be verified.,0.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:account_bootstrap_google:auth:malformed_json:0,sweep,account_bootstrap_google,POST,/v1/account/bootstrap,auth,malformed_json,medium,0,fi-v1:sweep:account_bootstrap_google:auth:malformed_json:0,846934e3-6260-4e05-9218-b4dd563cc61e,10.126.191.237,401,generic_error,,The identity token could not be verified.,0.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:account_bootstrap_apple:rest:error_500:0,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,rest,error_500,high,0,fi-v1:sweep:account_bootstrap_apple:rest:error_500:0,30361d64-85df-4876-a88d-16dd55f1cb74,10.236.168.208,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.4,5,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_apple:rest:malformed_json:0,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,rest,malformed_json,medium,0,fi-v1:sweep:account_bootstrap_apple:rest:malformed_json:0,e1d302d3-a0e6-4d6a-ba6f-afcae65575b8,10.99.133.125,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.4,5,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_apple:rest:error_500:1,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,rest,error_500,high,1,fi-v1:sweep:account_bootstrap_apple:rest:error_500:1,a2a77e42-5099-4ff6-a540-0aa46c65c8a7,10.153.239.64,503,generic_error,,Apple sign-in is temporarily unavailable. Please try again.,1.5,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_apple:rest:malformed_json:1,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,rest,malformed_json,medium,1,fi-v1:sweep:account_bootstrap_apple:rest:malformed_json:1,3b6b999d-59f3-49d9-b6dc-8b362074fb47,10.40.164.42,503,generic_error,,Apple sign-in is temporarily unavailable. Please try again.,1.1,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:account_bootstrap_apple:auth:error_500:0,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,auth,error_500,high,0,fi-v1:sweep:account_bootstrap_apple:auth:error_500:0,3f0ef93f-9b7b-48f0-b418-4c7eecdfcb4d,10.92.5.43,401,generic_error,,The identity token could not be verified.,0.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:account_bootstrap_apple:auth:malformed_json:0,sweep,account_bootstrap_apple,POST,/v1/account/bootstrap,auth,malformed_json,medium,0,fi-v1:sweep:account_bootstrap_apple:auth:malformed_json:0,837ed138-856b-4a4c-a907-d6d8863d39ba,10.208.112.174,401,generic_error,,The identity token could not be verified.,0.3,4,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:auth_refresh:auth:error_500:0,sweep,auth_refresh,POST,/v1/auth/refresh,auth,error_500,high,0,fi-v1:sweep:auth_refresh:auth:error_500:0,bb1f349f-3108-48b6-8c77-72f06d233193,10.34.155.5,200,success_json,,,201.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],retried_ok,success,
sweep:auth_refresh:auth:malformed_json:0,sweep,auth_refresh,POST,/v1/auth/refresh,auth,malformed_json,medium,0,fi-v1:sweep:auth_refresh:auth:malformed_json:0,3f9f7cae-c75f-49bd-a63a-632a4d1d15ae,10.185.155.117,200,success_json,,,201.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],retried_ok,success,
sweep:auth_logout:auth:error_500:0,sweep,auth_logout,POST,/v1/auth/logout,auth,error_500,high,0,fi-v1:sweep:auth_logout:auth:error_500:0,9b718a06-dee5-410f-b7cc-bbf4bc2d0593,10.69.252.245,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,204,Auth 5xx on logout → 503 [503],misclassified_auth_failure,client_signs_out,
sweep:auth_logout:auth:malformed_json:0,sweep,auth_logout,POST,/v1/auth/logout,auth,malformed_json,medium,0,fi-v1:sweep:auth_logout:auth:malformed_json:0,4556dad3-6eff-47d1-99ca-93c9d2322ad8,10.234.202.88,401,generic_error,,The session is no longer valid. Sign in again.,0.6,5,1,true,false,204,Auth 5xx on logout → 503 [503],misclassified_auth_failure,client_signs_out,
sweep:auth_logout:auth:error_500:1,sweep,auth_logout,POST,/v1/auth/logout,auth,error_500,high,1,fi-v1:sweep:auth_logout:auth:error_500:1,6c2d24ac-31b7-4d30-98a6-0b40153a10a9,10.144.103.214,503,generic_error,,Sign-out is temporarily unavailable. Please try again.,0.8,8,1,true,false,204,Auth 5xx on logout → 503 [503],pass,retryable,
sweep:auth_logout:auth:malformed_json:1,sweep,auth_logout,POST,/v1/auth/logout,auth,malformed_json,medium,1,fi-v1:sweep:auth_logout:auth:malformed_json:1,a6bf744f-3a27-4774-9d49-1aef2d2f2cc6,10.33.107.61,204,no_content,,,0.4,8,1,true,false,204,status-only upstream call: 2xx with malformed body is success [503],degraded_ok,success,
sweep:me:rest:error_500:0,sweep,me,GET,/v1/me,rest,error_500,high,0,fi-v1:sweep:me:rest:error_500:0,2f53f998-93c5-4d57-8d6a-c8f777c81ea1,10.57.60.151,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.7,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me:rest:malformed_json:0,sweep,me,GET,/v1/me,rest,malformed_json,medium,0,fi-v1:sweep:me:rest:malformed_json:0,c2c1995a-7c12-48c2-a769-46633c1280fb,10.36.208.185,503,generic_error,,Your account is temporarily unavailable. Please try again.,0.6,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me:auth:error_500:0,sweep,me,GET,/v1/me,auth,error_500,high,0,fi-v1:sweep:me:auth:error_500:0,6852510b-8ea8-4098-a43a-20b4a8ed6609,10.17.223.39,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:me:auth:malformed_json:0,sweep,me,GET,/v1/me,auth,malformed_json,medium,0,fi-v1:sweep:me:auth:malformed_json:0,71446fb4-ca8e-4bf6-a451-a7524b19a09f,10.108.76.23,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:me_onboarding:rest:error_500:0,sweep,me_onboarding,PUT,/v1/me/onboarding,rest,error_500,high,0,fi-v1:sweep:me_onboarding:rest:error_500:0,2a4dddc9-6c0c-4fd0-ad3e-370e7d6c932d,10.63.207.120,503,generic_error,,Your coaching profile is temporarily unavailable. Please try again.,0.5,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me_onboarding:rest:malformed_json:0,sweep,me_onboarding,PUT,/v1/me/onboarding,rest,malformed_json,medium,0,fi-v1:sweep:me_onboarding:rest:malformed_json:0,623cd2be-cbb4-4b85-946c-cdae1a314d4a,10.178.213.117,503,generic_error,,Your coaching profile is temporarily unavailable. Please try again.,0.6,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me_onboarding:auth:error_500:0,sweep,me_onboarding,PUT,/v1/me/onboarding,auth,error_500,high,0,fi-v1:sweep:me_onboarding:auth:error_500:0,b378f0b7-8aab-4013-bdfc-0fa95338b7c7,10.27.224.252,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:me_onboarding:auth:malformed_json:0,sweep,me_onboarding,PUT,/v1/me/onboarding,auth,malformed_json,medium,0,fi-v1:sweep:me_onboarding:auth:malformed_json:0,dda54768-d0b6-4f60-8cad-89dace15c21b,10.91.137.90,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:me_access:rest:error_500:0,sweep,me_access,GET,/v1/me/access,rest,error_500,high,0,fi-v1:sweep:me_access:rest:error_500:0,3a5f0e8e-6931-4356-96ab-6ed878419ccd,10.156.4.201,503,generic_error,,Access state is temporarily unavailable. Please try again.,1.1,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me_access:rest:malformed_json:0,sweep,me_access,GET,/v1/me/access,rest,malformed_json,medium,0,fi-v1:sweep:me_access:rest:malformed_json:0,ce9528cd-5311-42d6-aa3b-dc43999f7370,10.123.222.48,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.7,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:me_access:auth:error_500:0,sweep,me_access,GET,/v1/me/access,auth,error_500,high,0,fi-v1:sweep:me_access:auth:error_500:0,b15c1dca-a32d-4a95-a6d3-6d96d0238cd3,10.182.213.163,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:me_access:auth:malformed_json:0,sweep,me_access,GET,/v1/me/access,auth,malformed_json,medium,0,fi-v1:sweep:me_access:auth:malformed_json:0,89e8343e-5f43-4b72-b3dd-4776a01788a2,10.7.9.157,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:billing_sync:rest:error_500:0,sweep,billing_sync,POST,/v1/billing/sync,rest,error_500,high,0,fi-v1:sweep:billing_sync:rest:error_500:0,8fd241a7-1ea3-4f54-9df0-44699942b785,10.24.143.225,503,generic_error,,Billing verification is temporarily unavailable. Please try again.,0.8,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:billing_sync:rest:malformed_json:0,sweep,billing_sync,POST,/v1/billing/sync,rest,malformed_json,medium,0,fi-v1:sweep:billing_sync:rest:malformed_json:0,33b60858-4815-4aab-94b7-362495e38062,10.185.154.48,503,generic_error,,Billing verification is temporarily unavailable. Please try again.,0.6,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:billing_sync:rest:error_500:1,sweep,billing_sync,POST,/v1/billing/sync,rest,error_500,high,1,fi-v1:sweep:billing_sync:rest:error_500:1,6d3cba7d-a4d3-4897-99be-10678a6f1f78,10.147.132.12,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.6,9,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:billing_sync:rest:malformed_json:1,sweep,billing_sync,POST,/v1/billing/sync,rest,malformed_json,medium,1,fi-v1:sweep:billing_sync:rest:malformed_json:1,02bea63c-93bc-42a2-9fdf-59327c2d094c,10.224.216.37,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.5,9,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:billing_sync:auth:error_500:0,sweep,billing_sync,POST,/v1/billing/sync,auth,error_500,high,0,fi-v1:sweep:billing_sync:auth:error_500:0,d3e68b1a-7e72-48eb-84c8-e39d3fdd791a,10.112.108.195,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:billing_sync:auth:malformed_json:0,sweep,billing_sync,POST,/v1/billing/sync,auth,malformed_json,medium,0,fi-v1:sweep:billing_sync:auth:malformed_json:0,1f7bdf20-ba63-4024-b0f6-1f33566aa108,10.209.252.138,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:analysis_permits_reserve:rest:error_500:0,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,rest,error_500,high,0,fi-v1:sweep:analysis_permits_reserve:rest:error_500:0,b831f158-b2f0-4b41-b6bb-4fd38a7039a7,10.86.224.144,503,generic_error,,Rating reservation is temporarily unavailable. Please try again.,0.9,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_reserve:rest:malformed_json:0,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,rest,malformed_json,medium,0,fi-v1:sweep:analysis_permits_reserve:rest:malformed_json:0,1aad11e9-3796-4a9f-9e2d-16800cde17c0,10.253.221.59,503,generic_error,,Rating reservation is temporarily unavailable. Please try again.,0.5,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_reserve:rest:error_500:1,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,rest,error_500,high,1,fi-v1:sweep:analysis_permits_reserve:rest:error_500:1,10af4c12-40fc-4607-88e1-32cf9924932c,10.245.236.128,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.6,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_reserve:rest:malformed_json:1,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,rest,malformed_json,medium,1,fi-v1:sweep:analysis_permits_reserve:rest:malformed_json:1,f8e146f7-a4c5-408a-9fab-ed7f4e5988f5,10.162.193.123,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.6,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_reserve:auth:error_500:0,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,auth,error_500,high,0,fi-v1:sweep:analysis_permits_reserve:auth:error_500:0,8e0360a9-0683-43ae-b22c-c85cc2bfd0d9,10.22.119.154,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:analysis_permits_reserve:auth:malformed_json:0,sweep,analysis_permits_reserve,POST,/v1/analysis-permits,auth,malformed_json,medium,0,fi-v1:sweep:analysis_permits_reserve:auth:malformed_json:0,8a17699b-efb5-46d8-9798-6389cc2a00c7,10.175.121.26,401,generic_error,,The session is no longer valid. Sign in again.,0.3,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:analysis_permits_finalize:rest:error_500:0,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/8aa317e0-3efc-4df4-8795-5a159322b689/finalize,rest,error_500,high,0,fi-v1:sweep:analysis_permits_finalize:rest:error_500:0,1e2f6ea4-8089-4399-9692-ea4f4c200ccb,10.200.76.240,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.8,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:rest:malformed_json:0,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/a09c27fa-828c-4b3e-99b3-012f0506dad3/finalize,rest,malformed_json,medium,0,fi-v1:sweep:analysis_permits_finalize:rest:malformed_json:0,5dbe6b8b-d42b-403f-9bfa-c9bc7fc4e1c9,10.106.227.51,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.5,7,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:rest:error_500:1,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/20f3b5c6-0941-48f6-afae-2f4b1b449116/finalize,rest,error_500,high,1,fi-v1:sweep:analysis_permits_finalize:rest:error_500:1,26cfb6a4-fd7d-4e75-abd2-aa27cd9169cf,10.171.149.210,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.7,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:rest:malformed_json:1,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/ad57eaad-8deb-4463-9702-eded5472412c/finalize,rest,malformed_json,medium,1,fi-v1:sweep:analysis_permits_finalize:rest:malformed_json:1,6eb0fa10-69b7-49f1-a918-7a2a99b8260e,10.173.254.195,503,generic_error,,Rating finalize is temporarily unavailable. Please try again.,0.7,8,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:rest:error_500:2,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/51c8a1b5-b728-493a-8256-4c9a3c0e0f24/finalize,rest,error_500,high,2,fi-v1:sweep:analysis_permits_finalize:rest:error_500:2,dc171b57-8409-460e-8490-2422807cbcb9,10.148.3.235,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.7,9,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:rest:malformed_json:2,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/b706acef-6ee3-4810-80b8-1528d7a845e3/finalize,rest,malformed_json,medium,2,fi-v1:sweep:analysis_permits_finalize:rest:malformed_json:2,00caba76-cecf-43b0-bb1c-0dc27d697d5b,10.49.170.201,503,generic_error,,Access state is temporarily unavailable. Please try again.,0.6,9,1,true,false,200,DB failure → generic 503 [503],pass,retryable,
sweep:analysis_permits_finalize:auth:error_500:0,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/7d46e7d6-771a-47b4-b71b-fbbcdfda0f2e/finalize,auth,error_500,high,0,fi-v1:sweep:analysis_permits_finalize:auth:error_500:0,58b64547-29e1-4df5-85f4-8d5c8f495c9c,10.34.0.41,401,generic_error,,The session is no longer valid. Sign in again.,0.4,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:analysis_permits_finalize:auth:malformed_json:0,sweep,analysis_permits_finalize,POST,/v1/analysis-permits/6373232d-39cb-43ef-9193-82bf8e2fc5e1/finalize,auth,malformed_json,medium,0,fi-v1:sweep:analysis_permits_finalize:auth:malformed_json:0,8a98f34b-d5fd-4bd1-b06e-f1e47be6b5ee,10.182.40.176,401,generic_error,,The session is no longer valid. Sign in again.,0.7,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:shots_sync:rest:error_500:0,sweep,shots_sync,POST,/v1/shots:sync,rest,error_500,high,0,fi-v1:sweep:shots_sync:rest:error_500:0,8a19107d-4fd8-401c-abf7-f64d29ee882a,10.29.47.222,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,0.6,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
sweep:shots_sync:rest:malformed_json:0,sweep,shots_sync,POST,/v1/shots:sync,rest,malformed_json,medium,0,fi-v1:sweep:shots_sync:rest:malformed_json:0,f0796714-408b-47e4-8c37-04da4f0bf29c,10.137.185.137,503,generic_error,,Shot sync is temporarily unavailable. Please try again.,0.6,7,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",pass,retryable,
sweep:shots_sync:rest:error_500:1,sweep,shots_sync,POST,/v1/shots:sync,rest,error_500,high,1,fi-v1:sweep:shots_sync:rest:error_500:1,d7cc7d5a-d638-49e4-bc40-99ee80757c9e,10.231.217.151,200,success_json,,,0.7,8,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",per_item_retryable_ok,per_item_retry,
sweep:shots_sync:rest:malformed_json:1,sweep,shots_sync,POST,/v1/shots:sync,rest,malformed_json,medium,1,fi-v1:sweep:shots_sync:rest:malformed_json:1,5cd01c69-cd28-4455-8f28-37b93636e9ae,10.221.52.176,200,success_json,,,0.7,8,1,true,false,200,"DB failure → 503, or 200 with every item rejected as retryable [503]",per_item_retryable_ok,per_item_retry,
sweep:shots_sync:auth:error_500:0,sweep,shots_sync,POST,/v1/shots:sync,auth,error_500,high,0,fi-v1:sweep:shots_sync:auth:error_500:0,397bc177-b749-4cae-be6f-8abcb54cf38d,10.22.232.83,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
sweep:shots_sync:auth:malformed_json:0,sweep,shots_sync,POST,/v1/shots:sync,auth,malformed_json,medium,0,fi-v1:sweep:shots_sync:auth:malformed_json:0,0ca93010-2cb9-45c5-a5f4-f2028e1c573f,10.240.161.233,401,generic_error,,The session is no longer valid. Sign in again.,0.5,5,1,true,false,200,Supabase Auth outage is transient → 503 (401 would make the app sign out / drop the ID token) [503],misclassified_auth_failure,client_signs_out,
